Year,State,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Value,CV (%)
2015,ILLINOIS,WEST SOUTHWEST,60,SCOTT,171,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",55.1,
2014,ILLINOIS,CENTRAL,40,DE WITT,39,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",221,
2014,ILLINOIS,CENTRAL,40,DE WITT,39,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.5,
2014,ILLINOIS,CENTRAL,40,LOGAN,107,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",230.8,
2014,ILLINOIS,CENTRAL,40,LOGAN,107,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.8,
2014,ILLINOIS,CENTRAL,40,MACON,115,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",236,
2014,ILLINOIS,CENTRAL,40,MACON,115,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",67.4,
2014,ILLINOIS,CENTRAL,40,MARSHALL,123,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",207.3,
2014,ILLINOIS,CENTRAL,40,MARSHALL,123,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.5,
2014,ILLINOIS,CENTRAL,40,MARSHALL,123,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",74.4,
2014,ILLINOIS,CENTRAL,40,MASON,125,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",195.7,
2014,ILLINOIS,CENTRAL,40,MASON,125,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.2,
2014,ILLINOIS,CENTRAL,40,MASON,125,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",49.6,
2014,ILLINOIS,CENTRAL,40,MCLEAN,113,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",218.3,
2014,ILLINOIS,CENTRAL,40,MCLEAN,113,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.2,
2014,ILLINOIS,CENTRAL,40,MENARD,129,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",222.7,
2014,ILLINOIS,CENTRAL,40,MENARD,129,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.2,
2014,ILLINOIS,CENTRAL,40,PEORIA,143,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",208.1,
2014,ILLINOIS,CENTRAL,40,PEORIA,143,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.3,
2014,ILLINOIS,CENTRAL,40,STARK,175,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",207.1,
2014,ILLINOIS,CENTRAL,40,STARK,175,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.9,
2014,ILLINOIS,CENTRAL,40,TAZEWELL,179,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",224.4,
2014,ILLINOIS,CENTRAL,40,TAZEWELL,179,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",61,
2014,ILLINOIS,CENTRAL,40,TAZEWELL,179,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",59,
2014,ILLINOIS,CENTRAL,40,WOODFORD,203,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",217.5,
2014,ILLINOIS,CENTRAL,40,WOODFORD,203,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",61.4,
2014,ILLINOIS,CENTRAL,40,WOODFORD,203,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",56.1,
2014,ILLINOIS,EAST,50,CHAMPAIGN,19,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",216.5,
2014,ILLINOIS,EAST,50,CHAMPAIGN,19,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.8,
2014,ILLINOIS,EAST,50,CHAMPAIGN,19,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",80,
2014,ILLINOIS,EAST,50,FORD,53,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",201.1,
2014,ILLINOIS,EAST,50,FORD,53,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.3,
2014,ILLINOIS,EAST,50,IROQUOIS,75,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.2,
2014,ILLINOIS,EAST,50,IROQUOIS,75,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.1,
2014,ILLINOIS,EAST,50,IROQUOIS,75,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",74,
2014,ILLINOIS,EAST,50,KANKAKEE,91,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",174.3,
2014,ILLINOIS,EAST,50,KANKAKEE,91,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.5,
2014,ILLINOIS,EAST,50,LIVINGSTON,105,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",211.6,
2014,ILLINOIS,EAST,50,LIVINGSTON,105,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.6,
2014,ILLINOIS,EAST,50,LIVINGSTON,105,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",69.6,
2014,ILLINOIS,EAST,50,PIATT,147,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",235.2,
2014,ILLINOIS,EAST,50,PIATT,147,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",69.3,
2014,ILLINOIS,EAST,50,VERMILION,183,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",204,
2014,ILLINOIS,EAST,50,VERMILION,183,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",62.6,
2014,ILLINOIS,EAST,50,VERMILION,183,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",75.8,
2014,ILLINOIS,EAST SOUTHEAST,70,CLARK,23,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",198.1,
2014,ILLINOIS,EAST SOUTHEAST,70,CLARK,23,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.2,
2014,ILLINOIS,EAST SOUTHEAST,70,CLARK,23,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",77.5,
2014,ILLINOIS,EAST SOUTHEAST,70,CLAY,25,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",173.1,
2014,ILLINOIS,EAST SOUTHEAST,70,CLAY,25,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",48.2,
2014,ILLINOIS,EAST SOUTHEAST,70,COLES,29,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",212.6,
2014,ILLINOIS,EAST SOUTHEAST,70,COLES,29,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.4,
2014,ILLINOIS,EAST SOUTHEAST,70,COLES,29,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",75,
2014,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,33,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",184.7,
2014,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,33,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.2,
2014,ILLINOIS,EAST SOUTHEAST,70,CRAWFORD,33,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",64.6,
2014,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,35,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",196.1,
2014,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,35,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55,
2014,ILLINOIS,EAST SOUTHEAST,70,CUMBERLAND,35,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",67.3,
2014,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,41,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",224,
2014,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,41,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",65.8,
2014,ILLINOIS,EAST SOUTHEAST,70,DOUGLAS,41,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",68.6,
2014,ILLINOIS,EAST SOUTHEAST,70,EDGAR,45,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",201.5,
2014,ILLINOIS,EAST SOUTHEAST,70,EDGAR,45,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",61.4,
2014,ILLINOIS,EAST SOUTHEAST,70,EDGAR,45,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",75,
2014,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,49,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",196.4,
2014,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,49,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.8,
2014,ILLINOIS,EAST SOUTHEAST,70,EFFINGHAM,49,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",73.1,
2014,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,51,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180.3,
2014,ILLINOIS,EAST SOUTHEAST,70,FAYETTE,51,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.8,
2014,ILLINOIS,EAST SOUTHEAST,70,JASPER,79,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.4,
2014,ILLINOIS,EAST SOUTHEAST,70,JASPER,79,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.3,
2014,ILLINOIS,EAST SOUTHEAST,70,JASPER,79,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",63.7,
2014,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,101,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",177.4,
2014,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,101,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45.1,
2014,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,101,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",66.9,
2014,ILLINOIS,EAST SOUTHEAST,70,MARION,121,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",183.8,
2014,ILLINOIS,EAST SOUTHEAST,70,MARION,121,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.6,
2014,ILLINOIS,EAST SOUTHEAST,70,MARION,121,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",65.7,
2014,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,139,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",223.3,
2014,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,139,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.6,
2014,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,159,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.1,
2014,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,159,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.9,
2014,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,159,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",64.9,
2014,ILLINOIS,EAST SOUTHEAST,70,SHELBY,173,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",206.4,
2014,ILLINOIS,EAST SOUTHEAST,70,SHELBY,173,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.5,
2014,ILLINOIS,EAST SOUTHEAST,70,SHELBY,173,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",76.1,
2014,ILLINOIS,NORTHEAST,20,BOONE,7,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191.4,
2014,ILLINOIS,NORTHEAST,20,BOONE,7,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.4,
2014,ILLINOIS,NORTHEAST,20,BOONE,7,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",74.2,
2014,ILLINOIS,NORTHEAST,20,DE KALB,37,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",194.1,
2014,ILLINOIS,NORTHEAST,20,DE KALB,37,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60,
2014,ILLINOIS,NORTHEAST,20,DE KALB,37,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",76.1,
2014,ILLINOIS,NORTHEAST,20,GRUNDY,63,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",205.1,
2014,ILLINOIS,NORTHEAST,20,GRUNDY,63,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.3,
2014,ILLINOIS,NORTHEAST,20,GRUNDY,63,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",59.5,
2014,ILLINOIS,NORTHEAST,20,KANE,89,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.6,
2014,ILLINOIS,NORTHEAST,20,KANE,89,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.1,
2014,ILLINOIS,NORTHEAST,20,KANE,89,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",70.3,
2014,ILLINOIS,NORTHEAST,20,LA SALLE,99,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",197.9,
2014,ILLINOIS,NORTHEAST,20,LA SALLE,99,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.4,
2014,ILLINOIS,NORTHEAST,20,LAKE,97,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",151.2,
2014,ILLINOIS,NORTHEAST,20,LAKE,97,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45,
2014,ILLINOIS,NORTHEAST,20,MCHENRY,111,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",184.3,
2014,ILLINOIS,NORTHEAST,20,MCHENRY,111,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56,
2014,ILLINOIS,NORTHEAST,20,MCHENRY,111,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",71,
2014,ILLINOIS,NORTHEAST,20,WILL,197,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178.6,
2014,ILLINOIS,NORTHEAST,20,WILL,197,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.4,
2014,ILLINOIS,NORTHEAST,20,WILL,197,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",73.5,
2014,ILLINOIS,NORTHWEST,10,BUREAU,11,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",196,
2014,ILLINOIS,NORTHWEST,10,BUREAU,11,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",59.9,
2014,ILLINOIS,NORTHWEST,10,CARROLL,15,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",196.1,
2014,ILLINOIS,NORTHWEST,10,CARROLL,15,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.4,
2014,ILLINOIS,NORTHWEST,10,CARROLL,15,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",70.1,
2014,ILLINOIS,NORTHWEST,10,HENRY,73,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",194.2,
2014,ILLINOIS,NORTHWEST,10,HENRY,73,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.2,
2014,ILLINOIS,NORTHWEST,10,JO DAVIESS,85,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",183.2,
2014,ILLINOIS,NORTHWEST,10,JO DAVIESS,85,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.8,
2014,ILLINOIS,NORTHWEST,10,LEE,103,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.6,
2014,ILLINOIS,NORTHWEST,10,LEE,103,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",59.1,
2014,ILLINOIS,NORTHWEST,10,MERCER,131,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",193.5,
2014,ILLINOIS,NORTHWEST,10,MERCER,131,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",57,
2014,ILLINOIS,NORTHWEST,10,OGLE,141,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",193.4,
2014,ILLINOIS,NORTHWEST,10,OGLE,141,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.2,
2014,ILLINOIS,NORTHWEST,10,OGLE,141,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",73.8,
2014,ILLINOIS,NORTHWEST,10,PUTNAM,155,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",194.8,
2014,ILLINOIS,NORTHWEST,10,PUTNAM,155,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",59.7,
2014,ILLINOIS,NORTHWEST,10,ROCK ISLAND,161,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.8,
2014,ILLINOIS,NORTHWEST,10,ROCK ISLAND,161,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.3,
2014,ILLINOIS,NORTHWEST,10,STEPHENSON,177,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.6,
2014,ILLINOIS,NORTHWEST,10,STEPHENSON,177,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.2,
2014,ILLINOIS,NORTHWEST,10,STEPHENSON,177,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",73.6,
2014,ILLINOIS,NORTHWEST,10,WHITESIDE,195,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",184.6,
2014,ILLINOIS,NORTHWEST,10,WHITESIDE,195,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.7,
2014,ILLINOIS,NORTHWEST,10,WINNEBAGO,201,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",190.4,
2014,ILLINOIS,NORTHWEST,10,WINNEBAGO,201,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.6,
2014,ILLINOIS,NORTHWEST,10,WINNEBAGO,201,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",68.3,
2014,ILLINOIS,SOUTHEAST,90,EDWARDS,47,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53,
2014,ILLINOIS,SOUTHEAST,90,FRANKLIN,55,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",160.3,
2014,ILLINOIS,SOUTHEAST,90,FRANKLIN,55,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",44.4,
2014,ILLINOIS,SOUTHEAST,90,FRANKLIN,55,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",67.1,
2014,ILLINOIS,SOUTHEAST,90,GALLATIN,59,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",187.6,
2014,ILLINOIS,SOUTHEAST,90,GALLATIN,59,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.9,
2014,ILLINOIS,SOUTHEAST,90,GALLATIN,59,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",75.2,
2014,ILLINOIS,SOUTHEAST,90,HAMILTON,65,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46,
2014,ILLINOIS,SOUTHEAST,90,JEFFERSON,81,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",165.2,
2014,ILLINOIS,SOUTHEAST,90,JEFFERSON,81,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45.5,
2014,ILLINOIS,SOUTHEAST,90,MASSAC,127,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",163.2,
2014,ILLINOIS,SOUTHEAST,90,MASSAC,127,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45.3,
2014,ILLINOIS,SOUTHEAST,90,MASSAC,127,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",52.3,
2014,ILLINOIS,SOUTHEAST,90,POPE,151,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",160.1,
2014,ILLINOIS,SOUTHEAST,90,SALINE,165,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176.7,
2014,ILLINOIS,SOUTHEAST,90,SALINE,165,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46.3,
2014,ILLINOIS,SOUTHEAST,90,SALINE,165,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",58.2,
2014,ILLINOIS,SOUTHEAST,90,WABASH,185,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180,
2014,ILLINOIS,SOUTHEAST,90,WABASH,185,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.8,
2014,ILLINOIS,SOUTHEAST,90,WABASH,185,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",61,
2014,ILLINOIS,SOUTHEAST,90,WAYNE,191,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",184.8,
2014,ILLINOIS,SOUTHEAST,90,WAYNE,191,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.1,
2014,ILLINOIS,SOUTHEAST,90,WAYNE,191,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",65.2,
2014,ILLINOIS,SOUTHEAST,90,WHITE,193,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",196.4,
2014,ILLINOIS,SOUTHEAST,90,WHITE,193,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.7,
2014,ILLINOIS,SOUTHEAST,90,WHITE,193,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",58.9,
2014,ILLINOIS,SOUTHWEST,80,ALEXANDER,3,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.8,
2014,ILLINOIS,SOUTHWEST,80,ALEXANDER,3,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",45.3,
2014,ILLINOIS,SOUTHWEST,80,CLINTON,27,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.7,
2014,ILLINOIS,SOUTHWEST,80,CLINTON,27,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.6,
2014,ILLINOIS,SOUTHWEST,80,CLINTON,27,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",66.7,
2014,ILLINOIS,SOUTHWEST,80,JACKSON,77,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",169.2,
2014,ILLINOIS,SOUTHWEST,80,JACKSON,77,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46.9,
2014,ILLINOIS,SOUTHWEST,80,JACKSON,77,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",66.4,
2014,ILLINOIS,SOUTHWEST,80,JOHNSON,87,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",142.3,
2014,ILLINOIS,SOUTHWEST,80,JOHNSON,87,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",40,
2014,ILLINOIS,SOUTHWEST,80,JOHNSON,87,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",67.1,
2014,ILLINOIS,SOUTHWEST,80,MONROE,133,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.4,
2014,ILLINOIS,SOUTHWEST,80,MONROE,133,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46.8,
2014,ILLINOIS,SOUTHWEST,80,MONROE,133,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",73.7,
2014,ILLINOIS,SOUTHWEST,80,PERRY,145,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",146.1,
2014,ILLINOIS,SOUTHWEST,80,PERRY,145,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",41,
2014,ILLINOIS,SOUTHWEST,80,PERRY,145,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",60.7,
2014,ILLINOIS,SOUTHWEST,80,PULASKI,153,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",177.7,
2014,ILLINOIS,SOUTHWEST,80,PULASKI,153,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",46.6,
2014,ILLINOIS,SOUTHWEST,80,PULASKI,153,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",63.8,
2014,ILLINOIS,SOUTHWEST,80,RANDOLPH,157,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.4,
2014,ILLINOIS,SOUTHWEST,80,RANDOLPH,157,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45.4,
2014,ILLINOIS,SOUTHWEST,80,RANDOLPH,157,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",74.4,
2014,ILLINOIS,SOUTHWEST,80,ST CLAIR,163,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",173,
2014,ILLINOIS,SOUTHWEST,80,ST CLAIR,163,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.2,
2014,ILLINOIS,SOUTHWEST,80,ST CLAIR,163,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",69.2,
2014,ILLINOIS,SOUTHWEST,80,UNION,181,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.9,
2014,ILLINOIS,SOUTHWEST,80,UNION,181,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",54.5,
2014,ILLINOIS,SOUTHWEST,80,WASHINGTON,189,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",184.3,
2014,ILLINOIS,SOUTHWEST,80,WASHINGTON,189,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.8,
2014,ILLINOIS,SOUTHWEST,80,WASHINGTON,189,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",70.9,
2014,ILLINOIS,SOUTHWEST,80,WILLIAMSON,199,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161.6,
