Year,State,Ag District,County,yield,AWND,CDSD,CLDD,DP01,DP10,DP1X,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,DYFG,DYHF,DYTS,EMNT,EMSD,EMSN,EMXP,EMXT,EVAP,FZF0,FZF1,FZF2,FZF3,FZF4,FZF5,FZF6,FZF7,FZF8,FZF9,HDSD,HN01,HN02,HTDD,HX01,HX02,LN01,LN02,LX01,LX02,MN01,MN02,MX01,MX02,PRCP,SNOW,TAVG,TMAX,TMIN,WDF2,WDF5,WDFG,WDMV,WSF2,WSF5,WSFG
2016,ILLINOIS,WEST SOUTHWEST,CASS,202.3,,,,97.5,66.0,7.5,16.0,4.0,,,,,,2.0,,20.0,,76.0,89.0,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,814.85,346.0,,,,,,,,,,
2016,ILLINOIS,WEST SOUTHWEST,CHRISTIAN,203.2,,,,111.8,70.8,6.6,,,,,,,,21.25,,23.25,,,,61.46,,,,,,,,,,,,,,,,,,,,,,,,,,,928.5,,,,,,,,,,,
2016,ILLINOIS,WEST SOUTHWEST,GREENE,186.9,,717.5,717.5,111.5,71.5,7.0,,,4.0,110.0,29.0,172.0,29.0,14.0,,15.0,-20.0,,,56.9,35.0,,-1.1,-2.8,-5.0,-8.3,-10.0,0.0,-2.8,-8.3,-8.3,-13.9,2652.8,,,2652.8,,,,,,,,,,,857.45,,12.75,18.32,7.18,,,,,,,
2016,ILLINOIS,WEST SOUTHWEST,JERSEY,175.6,,795.3,795.3,99.0,67.0,8.0,14.0,5.0,1.0,109.0,27.0,178.0,36.0,7.0,,30.0,-18.3,76.0,64.0,66.5,36.7,,0.0,-3.3,-6.1,-7.8,-10.6,0.0,-2.2,-6.1,-7.2,-13.3,2582.6,,,2582.6,,,,,,,,,,,921.4,205.0,13.14,18.74,7.55,,,,,,,
2016,ILLINOIS,WEST SOUTHWEST,MACOUPIN,199.2,,,,105.5,67.5,8.25,,,,,,,,3.0,,6.0,,,,49.225,,,,,,,,,,,,,,,,,,,,,,,,,,,901.375,,,,,,,,,,,
2016,ILLINOIS,WEST SOUTHWEST,MADISON,172.0,,,,121.6,71.0,10.6,,,,,20.0,176.0,16.0,2.0,,37.0,,,,97.56,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,1150.56,,,18.56,,,,,,,,
2016,ILLINOIS,WEST SOUTHWEST,MONTGOMERY,196.9,,,,96.0,62.0,8.5,,2.0,,,20.0,193.0,42.0,,,,,,89.0,60.2,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,903.85,138.0,,19.68,,,,,,,,
2016,ILLINOIS,WEST SOUTHWEST,MORGAN,205.6,,767.8,767.8,114.66666670000001,70.66666667,5.0,,4.0,4.5,105.5,26.5,179.5,35.0,8.5,,29.0,-20.55,,76.0,59.86666667,35.6,,-2.25,-4.45,-5.55,-8.05,-10.55,-0.3,-4.45,-4.7,-8.6,-12.2,2596.75,,,2596.75,,,,,,,,,,,829.2333332999999,284.0,12.91,18.805,7.015,,,,,,,
2016,ILLINOIS,WEST SOUTHWEST,PIKE,181.7,,755.8,755.8,109.0,59.0,4.5,25.0,8.0,3.0,101.0,27.0,185.0,39.0,3.0,,,-23.3,76.0,76.0,42.3,35.6,,0.0,-2.8,-7.8,-7.8,-10.6,-2.2,-2.2,-5.0,-10.0,-10.0,2495.6,26.7,,2495.6,36.1,,-3.3,,-2.8,,11.3,,16.3,,679.85,342.0,13.01,19.01,7.01,,,,,,,
2016,ILLINOIS,WEST SOUTHWEST,SANGAMON,222.1,3.9,817.2,817.2,105.33333329999999,70.0,6.333333333,22.0,6.0,3.0,95.5,25.0,176.5,34.5,65.0,27.0,45.33333333,-19.65,100.0,91.0,79.21666667,34.45,,-1.65,-3.25,-4.65,-7.45,-11.9,-1.9,-3.3,-9.4,-9.4,-11.9,2532.65,,,2532.65,,,,,,,,,,,892.4666667000001,452.0,13.3,18.74,7.865,280.0,280.0,,,20.1,27.7,
2016,ILLINOIS,WEST SOUTHWEST,SCOTT,193.3,,717.5,717.5,124.0,72.0,7.0,,,4.0,110.0,29.0,172.0,29.0,14.0,,15.0,-20.0,,,40.6,35.0,,-1.1,-2.8,-5.0,-8.3,-10.0,0.0,-2.8,-8.3,-8.3,-13.9,2652.8,,,2652.8,,,,,,,,,,,822.8,,12.75,18.32,7.18,,,,,,,
2015,ILLINOIS,CENTRAL,DE WITT,207.8,,,,130.0,85.0,10.0,,,,,,,,12.0,,11.0,,,,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.9,,,,,,,,,,,
2015,ILLINOIS,CENTRAL,LOGAN,172.8,,538.5,538.5,127.7142857,72.0,12.0,28.0,8.0,13.0,117.0,36.0,168.0,14.0,26.33333333,,21.33333333,-22.2,135.0,135.0,62.92857143,35.0,,-3.3,-3.3,-5.6,-7.8,-11.1,0.0,-3.9,-8.3,-8.3,-20.6,3482.7,,,3482.7,,,,,,,,,,,1154.3714289999998,460.0,11.26,17.13,5.39,,,,,,,
2015,ILLINOIS,CENTRAL,MACON,207.5,4.3,612.3,612.3,118.33333329999999,71.66666667,10.0,,,7.5,99.0,35.5,169.0,14.5,82.0,26.0,27.33333333,-21.9,,,71.2,35.0,,-0.55,-2.45,-6.35,-7.45,-9.4,-1.35,-4.65,-6.9,-6.9,-20.5,3284.75,,,3284.75,,,,,,,,,,,1039.733333,,11.98,17.285,6.67,350.0,350.0,,,21.5,27.7,
2015,ILLINOIS,CENTRAL,MARSHALL,198.4,,,,124.0,82.0,10.0,36.0,10.0,,,,,,21.0,,16.0,,152.0,117.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1301.7,682.0,,,,,,,,,,
2015,ILLINOIS,CENTRAL,MASON,161.5,,,,92.0,78.0,16.0,,,,,,,,20.0,,13.0,,,,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.0,,,,,,,,,,,
2015,ILLINOIS,CENTRAL,MCLEAN,199.2,,560.7,560.7,118.33333329999999,79.16666667,10.66666667,32.0,9.0,16.0,129.0,38.0,168.0,24.0,41.0,,23.0,-22.8,203.0,140.0,91.36666667,36.1,,-1.1,-3.3,-4.4,-12.8,-12.8,0.0,-3.9,-4.4,-11.1,-11.1,3714.8,,,3714.8,,,,,,,,,,,1254.757143,723.0,10.91,17.14,4.69,,,,,,,
2015,ILLINOIS,CENTRAL,MENARD,188.2,,545.0,545.0,118.5,72.0,11.5,,,10.0,118.0,35.0,166.0,10.0,1.0,,,-23.3,,,60.3,34.4,,-1.7,-2.2,-6.7,-6.7,-10.6,0.0,-2.8,-5.0,-6.7,-13.3,,,,,,,,,,,,,,,1137.95,,11.27,16.8,5.74,,,,,,,
2015,ILLINOIS,CENTRAL,PEORIA,185.9,3.5,766.3,766.3,120.0,84.0,12.5,54.0,10.0,8.0,98.0,34.0,178.0,25.0,97.0,24.0,31.0,-22.1,229.5,153.5,78.625,36.7,,0.0,-8.8,-8.8,-8.8,-11.6,-3.2,-3.2,-5.5,-16.0,-16.0,3254.2,,,3254.2,,,,,,,,,,,1263.025,812.0,12.49,17.79,7.2,220.0,210.0,,,23.7,31.3,
2015,ILLINOIS,CENTRAL,STARK,210.9,,391.9,391.9,89.0,71.0,9.0,,8.0,25.0,132.0,42.0,156.0,8.0,19.0,,29.0,-26.7,,216.0,62.7,33.3,,-2.8,-2.8,-4.4,-17.8,-17.8,-1.1,-2.8,-5.6,-9.4,-9.4,,,,,,,,,,,,,,,1063.6,774.0,9.51,15.4,3.63,,,,,,,
2015,ILLINOIS,CENTRAL,TAZEWELL,182.5,,,,121.5,83.0,12.5,50.0,11.0,,,,,,37.0,,44.0,,203.0,114.0,78.85,,,,,,,,,,,,,,,,,,,,,,,,,,,1261.066667,722.0,,,,,,,,,,
2015,ILLINOIS,CENTRAL,WOODFORD,201.0,,535.8,535.8,118.25,85.75,12.75,57.5,11.0,16.5,127.5,39.0,170.5,13.0,34.0,,19.0,-24.15,228.5,124.5,63.125,35.55,,-2.5,-3.6,-4.7,-15.8,-15.8,0.0,-2.2,-4.7,-10.0,-10.0,3616.3,,,3616.3,,,,,,,,,,,1209.6,823.0,10.845,16.785,4.895,,,,,,,
2015,ILLINOIS,EAST,CHAMPAIGN,189.4,4.15,532.72,532.72,123.3636364,75.09090909,13.27272727,39.0,9.0,14.0,109.4,38.0,168.0,10.2,102.5,34.0,21.16666667,-25.16,305.0,204.66666669999998,74.81818182,34.14,,-1.84,-3.48,-7.7,-9.64,-12.6,-0.46,-3.1,-6.46,-8.18,-20.26,3494.1,21.1,21.1,3494.1,29.4,26.7,-13.3,-6.7,-7.2,-4.4,8.3,10.3,12.8,12.9,1205.716667,749.0,11.186,16.788,5.58,340.0,270.0,292.0,,20.6,27.3,27.7
2015,ILLINOIS,EAST,FORD,160.8,,468.0,468.0,113.0,80.0,8.0,,,19.0,124.0,43.0,163.0,7.0,,,,-24.4,,,83.8,33.9,,-3.3,-3.3,-15.6,-15.6,-15.6,0.0,-3.3,-5.6,-8.3,-18.9,,,,,,,,,,,,,,,1056.2,,10.4,16.26,4.55,,,,,,,
2015,ILLINOIS,EAST,IROQUOIS,123.3,,,,139.66666669999998,82.33333333,16.33333333,,,,,,,,16.5,,22.0,,,,78.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1357.866667,,,,,,,,,,,
2015,ILLINOIS,EAST,KANKAKEE,92.5,,495.9,495.9,127.66666670000001,86.33333333,13.66666667,,,20.0,114.0,48.0,154.0,9.0,28.5,,15.0,-22.8,,,71.03333333,33.3,,0.0,-2.8,-15.0,-15.0,-15.0,-0.6,-2.8,-6.1,-17.2,-17.2,3592.9,,,3592.9,,,,,,,,,,,1251.55,,10.56,15.8,5.32,,,,,,,
2015,ILLINOIS,EAST,LIVINGSTON,185.9,,524.25,524.25,109.0,82.25,10.5,,,17.0,115.5,45.0,156.5,20.0,17.66666667,,5.0,-23.05,,,78.975,35.25,,-0.85,-2.5,-6.9,-12.5,-12.5,-2.2,-3.05,-8.9,-8.9,-13.6,3604.2,,,3604.2,,,,,,,,,,,1180.95,,10.595,16.235,4.95,,,,,,,
2015,ILLINOIS,EAST,PIATT,220.5,,,,128.3333333,72.66666667,10.0,,,,,,,,58.0,,30.0,,,,74.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,1089.566667,,,,,,,,,,,
2015,ILLINOIS,EAST,VERMILION,168.0,,547.1,547.1,132.2857143,83.14285714,12.14285714,,,13.0,106.0,38.0,172.5,10.0,19.33333333,,8.75,-23.05,,,121.9571429,33.9,,-2.2,-2.2,-4.7,-13.05,-13.05,-1.1,-3.05,-7.75,-8.85,-15.25,3397.75,,,3397.75,,,,,,,,,,,1313.314286,,11.43,16.935,5.93,,,,,,,
2015,ILLINOIS,EAST SOUTHEAST,CLARK,164.7,,690.6,690.6,117.0,79.0,16.0,,,7.0,102.0,29.0,175.0,24.0,24.0,,17.0,-23.9,,,91.9,34.4,,-2.2,-2.2,-8.3,-8.3,,0.0,-5.0,-5.0,-11.7,-11.7,,,,,,,,,,,,,,,1289.6,,12.44,18.29,6.6,,,,,,,
2015,ILLINOIS,EAST SOUTHEAST,CLAY,131.2,,746.1,746.1,100.0,82.0,17.0,,,5.0,98.0,24.0,178.0,33.0,12.0,,7.0,-21.1,,,119.4,36.1,,-2.2,-2.2,-7.2,-7.2,,-0.6,-4.4,-4.4,-14.4,-14.4,3042.3,,,3042.3,,,,,,,,,,,1478.2,,12.95,18.86,7.03,,,,,,,
2015,ILLINOIS,EAST SOUTHEAST,COLES,188.5,3.9,634.35,634.35,120.0,75.66666667,9.333333332999999,27.0,6.0,7.5,93.5,28.5,170.0,19.5,67.66666667,31.0,14.0,-21.05,203.0,142.0,80.33333333,34.7,,-0.5,-4.15,-6.9,-8.55,,-1.35,-4.95,-6.9,-14.1,-19.4,3308.6,,,3308.6,,,,,,,,,,,1092.7,419.0,12.35,17.845,6.855,330.0,310.0,,,17.9,22.4,
2015,ILLINOIS,EAST SOUTHEAST,CRAWFORD,144.1,,,,,,,,,,,,,,12.25,,19.0,,,,,,,,,,,,,,,,,3040.65,,,3040.65,,,,,,,,,,,,,,,,,,,,,,
2015,ILLINOIS,EAST SOUTHEAST,CUMBERLAND,163.7,,690.6,690.6,122.5,78.0,14.0,,,7.0,102.0,29.0,175.0,24.0,12.5,,9.5,-23.9,,,109.45,34.4,,-2.2,-2.2,-8.3,-8.3,,0.0,-5.0,-5.0,-11.7,-11.7,,,,,,,,,,,,,,,1261.2,,12.44,18.29,6.6,,,,,,,
2015,ILLINOIS,EAST SOUTHEAST,DOUGLAS,209.1,,576.5,576.5,120.0,70.0,10.0,24.0,6.0,12.0,109.0,39.0,169.0,12.0,20.0,,23.0,-25.0,229.0,183.0,107.4,33.9,,-0.6,-3.3,-10.6,-10.6,-10.6,-1.1,-7.2,-7.2,-7.2,-17.8,3469.3,,,3469.3,,,,,,,,,,,1082.0,560.0,11.41,16.83,6.0,,,,,,,
2015,ILLINOIS,EAST SOUTHEAST,EDGAR,180.1,,534.2,534.2,90.0,67.5,20.0,,,14.0,114.0,36.0,170.0,14.0,9.0,,,-23.9,,,111.15,33.9,,-0.6,-2.2,-8.9,-8.9,-8.9,-1.1,-2.2,-7.2,-7.2,-19.4,3500.9,,,3500.9,,,,,,,,,,,1244.2,,11.18,16.96,5.4,,,,,,,
2015,ILLINOIS,EAST SOUTHEAST,EFFINGHAM,147.4,,685.7,685.7,117.0,76.0,16.5,22.0,6.0,9.0,103.0,27.0,174.0,29.0,15.0,,10.5,-23.9,279.0,203.0,107.375,35.6,,-3.3,-3.3,-7.8,-7.8,,-1.1,-6.1,-6.1,-17.2,-17.2,3231.9,,,3231.9,,,,,,,,,,,1412.0,513.0,12.33,18.34,6.31,,,,,,,
2015,ILLINOIS,EAST SOUTHEAST,FAYETTE,154.4,,,,,,,,,,,,,,62.0,,25.0,,,,,,,,,,,,,,,,,3240.4,,,3240.4,,,,,,,,,,,,,,,,,,,,,,
2015,ILLINOIS,EAST SOUTHEAST,JASPER,155.1,,,,,,,,,,,,,,21.0,,36.0,,,,,,,,,,,,,,,,,3167.3,,,3167.3,,,,,,,,,,,,,,,,,,,,,,
2015,ILLINOIS,EAST SOUTHEAST,LAWRENCE,160.1,3.7,719.3,719.3,118.0,78.0,16.5,21.0,5.0,5.0,91.0,27.0,184.0,24.0,71.0,35.0,26.0,-24.9,152.0,99.0,83.3,35.6,,-1.0,-6.0,-6.0,,,-3.8,-3.8,-5.5,-17.1,-17.1,2988.8,,,2988.8,,,,,,,,,,,1266.65,378.0,13.06,18.7,7.42,190.0,190.0,,,19.2,23.7,
2015,ILLINOIS,EAST SOUTHEAST,MARION,147.5,,714.5,714.5,119.0,80.5,19.5,20.0,2.0,6.0,93.0,28.0,168.0,20.0,16.0,,19.0,-18.9,178.0,102.0,76.2,34.4,,-0.6,-7.2,-7.2,-7.2,,-0.6,-4.4,-4.4,-14.4,-14.4,3045.7,,,3045.7,,,,,,,,,,,1436.8,171.0,12.75,17.93,7.56,,,,,,,
2015,ILLINOIS,EAST SOUTHEAST,MOULTRIE,206.2,,,,,,,,,,,,,,10.66666667,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060.6,,,,,,,,,,,
2015,ILLINOIS,EAST SOUTHEAST,RICHLAND,143.3,,,,,,,,,,,,,,7.0,,1.0,,,,,,,,,,,,,,,,,3161.8,,,3161.8,,,,,,,,,,,,,,,,,,,,,,
2015,ILLINOIS,EAST SOUTHEAST,SHELBY,175.6,,617.1,617.1,116.33333329999999,74.5,11.83333333,,,10.0,108.0,31.0,176.33333330000002,20.33333333,18.66666667,,7.666666667,-25.2,,,117.81666670000001,35.2,,-0.7333333329999999,-2.933333333,-7.2,-8.333333332999999,-8.9,-0.7666666670000001,-5.166666667,-5.166666667,-12.6,-15.56666667,3309.666667,,,3309.666667,,,,,,,,,,,1156.65,,11.90666667,17.78666667,6.023333332999999,,,,,,,
2015,ILLINOIS,NORTHEAST,BOONE,201.1,,,,117.0,70.5,11.5,74.5,12.0,,,,,,5.0,,1.0,,425.5,376.0,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1080.9,1332.0,,,,,,,,,,
2015,ILLINOIS,NORTHEAST,DE KALB,182.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ILLINOIS,NORTHEAST,GRUNDY,164.1,,542.1,542.1,128.75,79.75,11.5,61.0,11.0,20.0,117.0,47.0,158.0,11.0,12.0,,11.0,-23.3,381.0,203.0,98.0,35.0,,-1.1,-2.2,-13.3,-13.3,-13.3,-0.6,-6.1,-6.1,-8.9,-8.9,3739.0,,,3739.0,,,,,,,,,,,1206.44,1018.0,10.51,15.85,5.18,,,,,,,
2015,ILLINOIS,NORTHEAST,KANE,184.0,4.1,411.96666669999996,411.96666669999996,121.1111111,82.44444444,10.77777778,67.0,14.66666667,22.0,125.66666670000001,48.0,151.0,8.333333332999999,11.33333333,4.0,14.5,-24.76666667,368.3333333,247.33333330000002,77.14444444,33.33333333,,-1.6333333330000002,-2.933333333,-10.13333333,-12.93333333,-12.93333333,-0.333333333,-3.1,-9.033333333,-9.033333333,-12.0,3918.333333,,,3918.333333,,,,,,,,,,,1174.555556,1276.0,9.693333333,15.17666667,4.2066666669999995,220.0,230.0,,,19.2,23.7,
2015,ILLINOIS,NORTHEAST,LA SALLE,178.4,,518.4,518.4,122.5,84.7,11.6,58.0,11.0,19.0,118.5,40.5,160.5,17.0,15.8,,13.5,-23.875,254.0,127.0,76.15,35.25,,-1.95,-2.925,-9.975,-13.175,-13.175,-0.85,-3.75,-7.225,-8.75,-11.525,3657.28,,,3657.28,,,,,,,,,,,1209.7,786.0,10.6475,16.365,4.9275,,,,,,,
2015,ILLINOIS,NORTHEAST,LAKE,155.6,3.5,304.2666667,304.2666667,123.1111111,79.11111111,10.22222222,73.0,16.5,22.66666667,126.33333329999999,57.33333333,127.33333329999999,1.333333333,37.66666667,2.0,17.0,-25.9,356.0,311.0,64.72222222,32.4,,-2.0,-2.366666667,-11.26666667,-11.26666667,-12.4,-0.533333333,-3.133333333,-9.233333333,-9.233333333,-9.8,4139.966667000001,,,4139.966667000001,,,,,,,,,,,1083.2,1570.5,8.78,13.82333333,3.7433333330000003,220.0,210.0,,,19.2,25.5,
2015,ILLINOIS,NORTHEAST,MCHENRY,186.8,,321.2,321.2,116.25,80.5,10.75,66.5,11.0,25.0,136.0,54.0,140.0,2.0,13.33333333,,7.0,-25.6,410.5,229.0,58.35,32.2,,-3.3,-3.3,-4.4,-6.7,-14.4,-0.6,-3.9,-6.7,-6.7,-10.6,4104.2,,,4104.2,,,,,,,,,,,1113.84,1022.0,8.86,14.55,3.18,,,,,,,
2015,ILLINOIS,NORTHEAST,WILL,159.9,,430.9,430.9,125.25,81.0,10.08333333,58.5,11.0,17.0,119.0,50.0,146.0,6.5,20.33333333,,11.0,-23.05,343.0,268.0,63.24166667,33.05,,-0.3,-3.35,-11.1,-11.1,-11.1,-0.3,-3.05,-7.8,-7.8,-17.8,3777.1,,,3777.1,,,,,,,,,,,1158.2642859999999,996.5,10.045,15.155,4.94,,,,,,,
2015,ILLINOIS,NORTHWEST,BUREAU,196.8,,404.35,404.35,104.25,73.0,10.75,62.0,11.5,22.5,126.5,50.0,155.5,8.0,29.0,,44.0,-25.55,381.0,239.0,82.225,33.85,,-1.95,-2.5,-14.45,-14.45,-14.45,-1.15,-2.8,-8.6,-8.6,-13.35,3881.0,,,3881.0,,,,,,,,,,,1107.8,1105.0,9.78,15.345,4.22,,,,,,,
2015,ILLINOIS,NORTHWEST,CARROLL,204.2,,319.4,319.4,105.33333329999999,70.66666667,15.0,65.0,11.0,28.0,155.0,40.0,164.0,14.0,6.0,,17.0,-31.1,330.0,203.0,84.5,34.4,,-1.1,-2.8,-6.7,-6.7,-18.9,-0.6,-2.2,-5.0,-6.7,-11.1,4017.2,,,4017.2,,,,,,,,,,,1255.9,878.0,8.77,16.11,1.43,,,,,,,
2015,ILLINOIS,NORTHWEST,HENRY,193.2,,450.7666666999999,450.7666666999999,111.6,73.8,11.0,62.0,9.333333332999999,22.0,125.0,47.0,157.0,10.66666667,2.0,,7.0,-25.36666667,254.0,225.0,66.56,33.9,,-1.8666666669999998,-3.166666667,-7.0,-16.3,-16.3,-0.566666667,-2.766666667,-5.733333332999999,-8.3,-14.06666667,3795.85,,,3795.85,,,,,,,,,,,1063.42,910.3333332999998,9.94,15.56,4.32,,,,,,,
2015,ILLINOIS,NORTHWEST,JO DAVIESS,183.2,,343.8,343.8,109.0,65.16666667,13.5,73.33333333,12.2,27.25,136.5,55.75,147.5,6.5,30.66666667,,12.0,-29.2,237.0,186.0,101.3166667,33.6,,-3.05,-3.05,-8.175,-13.175,-13.175,-1.0,-3.05,-5.525,-8.45,-14.025,4124.2,,,4124.2,,,,,,,,,,,1106.533333,1093.8,8.9625,14.5975,3.3275,,,,,,,26.8
2015,ILLINOIS,NORTHWEST,LEE,188.4,,371.5,371.5,107.2857143,75.57142857,12.57142857,69.0,10.0,27.0,128.5,56.5,151.5,3.5,39.0,,27.66666667,-26.15,305.0,165.0,71.17142857,33.3,,-3.05,-3.3,-5.8,-10.8,-15.0,-0.55,-3.35,-4.4,-9.2,-11.95,3913.0,,,3913.0,,,,,,,,,,,1175.9625,820.0,9.245,14.68,3.805,,,,,,,
2015,ILLINOIS,NORTHWEST,MERCER,205.7,,565.4,565.4,112.33333329999999,69.0,12.66666667,68.0,11.0,15.0,111.0,38.0,160.0,13.0,,,,-26.1,178.0,117.0,67.83333333,35.0,,-0.6,-2.8,-10.6,-10.6,-10.6,-1.7,-5.0,-5.0,-12.8,-12.8,3615.4,,,3615.4,,,,,,,,,,,1034.7,786.0,10.89,16.34,5.44,,,,,,,
2015,ILLINOIS,NORTHWEST,OGLE,186.6,,363.5,363.5,108.25,73.25,11.25,,,25.5,130.5,49.5,154.5,6.0,5.5,,8.0,-28.05,,,58.75,33.05,,-1.1,-3.6,-4.7,-14.45,-14.45,-0.55,-3.6,-4.7,-9.4,-9.4,3993.95,,,3993.95,,,,,,,,,,,1105.275,,9.335,15.09,3.58,,,,,,,
2015,ILLINOIS,NORTHWEST,PUTNAM,186.3,,515.2,515.2,122.0,83.0,11.0,57.0,10.0,14.0,114.0,38.0,169.0,11.0,15.0,,46.0,-24.4,254.0,173.0,48.3,33.3,,-1.1,-2.2,-13.9,-13.9,-13.9,-1.7,-2.8,-8.9,-8.9,-8.9,3509.1,,,3509.1,,,,,,,,,,,1133.2,779.0,11.09,16.4,5.78,,,,,,,
2015,ILLINOIS,NORTHWEST,ROCK ISLAND,193.7,3.8,533.6,533.6,115.2,70.4,13.0,52.0,10.0,17.75,116.25,41.0,160.0,13.75,182.0,23.0,47.0,-25.4,305.0,256.0,83.58,35.575,,-0.675,-7.325,-12.6,-12.6,-12.6,-0.85,-5.25,-6.375,-10.95,-15.55,3696.4,,,3696.4,,,,,,,,,,,1148.64,871.3333332999998,10.675,16.0825,5.2675,270.0,240.0,,,18.3,27.3,
2015,ILLINOIS,NORTHWEST,STEPHENSON,192.5,,328.9,328.9,104.0,70.0,17.0,64.0,11.0,24.0,135.0,54.0,147.0,3.0,21.0,,11.0,-28.9,254.0,178.0,52.6,32.8,,-2.2,-2.2,-4.4,-15.0,-15.0,0.0,-3.3,-8.9,-8.9,-8.9,4012.5,,,4012.5,,,,,,,,,,,1092.6,981.0,8.8,14.51,3.08,,,,,,,
2015,ILLINOIS,NORTHWEST,WHITESIDE,184.0,,474.3,474.3,108.2857143,72.85714286,14.85714286,72.66666667,11.75,19.66666667,129.6666667,44.66666667,156.66666669999998,7.0,5.0,,31.0,-26.33333333,347.0,262.25,79.27142857,33.53333333,,-1.466666667,-2.2,-8.7,-12.6,-12.6,-2.0333333330000003,-3.666666667,-5.566666667000001,-7.433333332999999,-13.33333333,3702.75,,,3702.75,,,,,,,,,,,1231.3714289999998,1051.0,9.803333333,15.28,4.323333333,,,,,,,
2015,ILLINOIS,NORTHWEST,WINNEBAGO,184.8,4.0,446.4,446.4,117.33333329999999,73.0,10.0,71.0,12.5,21.0,121.0,50.0,157.0,13.0,102.0,18.0,34.5,-26.6,302.5,282.0,72.36666667,33.3,,-2.1,-2.7,-11.0,-11.0,-11.0,0.0,-3.2,-8.8,-8.8,-20.5,3900.0,,,3900.0,,,,,,,,,,,1060.7,1229.5,9.88,15.31,4.45,20.0,330.0,,,23.3,29.5,
2015,ILLINOIS,SOUTHEAST,FRANKLIN,149.4,,,,111.0,77.0,16.0,,,,,,,,3.0,,26.0,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1264.7,,,,,,,,,,,
2015,ILLINOIS,SOUTHEAST,GALLATIN,167.5,,,,95.0,87.0,24.0,,,,,,,,,,,,,,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,1553.5,,,,,,,,,,,
2015,ILLINOIS,SOUTHEAST,JEFFERSON,125.4,,595.1,595.1,112.0,78.0,21.0,,4.0,5.0,99.0,28.0,159.0,10.0,3.0,,36.0,-23.9,,165.0,91.4,33.3,,-2.2,-2.2,-7.2,-7.2,,-0.6,-4.4,-4.4,-15.6,-15.6,3055.7,,,3055.7,,,,,,,,,,,1397.9,279.0,12.36,17.78,6.93,,,,,,,
2015,ILLINOIS,SOUTHEAST,MASSAC,171.4,,,,123.0,89.0,20.0,,,,,,,,18.0,,7.0,,,,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,1581.5,,,,,,,,,,,
2015,ILLINOIS,SOUTHEAST,POPE,164.1,,805.7666667000001,805.7666667000001,102.0,84.0,20.0,,,4.0,78.0,17.66666667,192.33333330000002,32.33333333,36.0,,7.0,-20.53333333,,,67.6,34.8,,-1.1,-2.2,-5.366666667,,,-0.966666667,-4.666666667,-5.966666667,-6.7,-19.96666667,2635.4,,,2635.4,,,,,,,,,,,1552.2,,14.30333333,19.88333333,8.723333333,,,,,,,
2015,ILLINOIS,SOUTHEAST,SALINE,172.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ILLINOIS,SOUTHEAST,WABASH,159.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ILLINOIS,SOUTHEAST,WHITE,171.3,,753.1,753.1,114.0,79.0,21.0,,,4.0,93.0,20.0,180.0,29.0,,,,-21.1,,,72.4,35.0,,-2.2,-2.2,-5.0,,,0.0,-3.9,-4.4,-11.1,-11.1,2904.2,,,2904.2,,,,,,,,,,,1381.6,,13.32,19.05,7.58,,,,,,,
2015,ILLINOIS,SOUTHWEST,CLINTON,162.2,,,,120.0,75.5,21.0,,,,,23.0,168.0,22.0,,,,,,,64.1,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,1392.5,,,18.75,,,,,,,,
2015,ILLINOIS,SOUTHWEST,MONROE,169.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ILLINOIS,SOUTHWEST,PERRY,144.7,,811.5,811.5,103.0,85.0,18.0,,,2.0,80.0,24.0,180.0,28.0,8.5,,23.0,-20.0,,,121.2,35.0,,-1.7,-2.2,-5.6,,,-0.6,-3.9,-17.2,-17.2,-17.2,2763.0,,,2763.0,,,,,,,,,,,1614.6,,13.97,19.22,8.72,,,,,,,
2015,ILLINOIS,SOUTHWEST,PULASKI,152.2,,,,,,,,,,,,,,21.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
